"REG_ID","Regions","IND","Indicator","MEAS","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FR53","Poitou-Charentes","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.1,,
"AT21","Carinthia","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,19.9,,
"FR83","Corsica","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,70,,
"CA35","Ontario","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.8,,
"DEE","Saxony-Anhalt","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.5,,
"FR22","Picardy","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,81.1,,
"US16","Idaho","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,79.5,,
"CZ03","Southwest","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,59.3,,
"US39","Ohio","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,77.8,,
"FR62","Midi-Pyrénées","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,83.4,,
"JPI","Shikoku","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.8,,
"SE23","West Sweden","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,90,,
"ITF3","Campania","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.1,,
"NO07","Northern Norway","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,2.9,,
"US46","South Dakota","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,76,,
"ITH4","Friuli-Venezia Giulia","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,77,,
"CL15","Arica Y Parinacota","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,49,,
"AT31","Upper Austria","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,79,,
"ES23","La Rioja","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.8,,
"TRB2","Eastern Anatolia - East","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,15,,
"USA","United States","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,68,,
"TR82","Western Black Sea - Middle and East","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,76.7,,
"AT32","Salzburg","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,75,,
"TR33","Northern Aegean","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,12.3,,
"US50","Vermont","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,63.3,,
"ITF6","Calabria","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,61,,
"CL09","Araucanía","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,76.7,,
"PT18","Alentejo","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,58.3,,
"CZ05","Northeast","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,70,,
"CA46","Manitoba","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.6,,
"ME04","Campeche","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,75.1,,
"US02","Alaska","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,82.6,,
"ME13","Hidalgo","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,25.6,,
"AT13","Vienna","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83,,
"SI02","Western Slovenia","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.7,,
"US47","Tennessee","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.7,,
"TRA2","Northeastern Anatolia - East","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,41,,
"ITH5","Emilia–Romagna","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,82.1,,
"SE12","East Middle Sweden","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.8,,
"US20","Kansas","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.1,,
"IE01","Border, Midland and Western","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,70.6,,
"DED","Saxony","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,80.5,,
"ME08","Chihuahua","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.5,,
"FI1C","Southern Finland","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.5,,
"US08","Colorado","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,70.4,,
"ME17","Morelos","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,65.2,,
"PL52","Opole region","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,77.2,,
"FR81","Languedoc-Roussillon ","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.9,,
"CHE","Switzerland","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,48.5,,
"US25","Massachusetts","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,85.3,,
"US36","New York","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,80.5,,
"NO03","South-Eastern Norway","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.3,,
"ISL","Iceland","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,82.1,,
"TR52","Central Anatolia - West and South","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,88.3,,
"US26","Michigan","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.8,,
"ME28","Tamaulipas","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.7,,
"KR01","Capital Region (KR)","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,75.1,,
"ITF6","Calabria","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,82.5,,
"DE7","Hesse","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81,,
"PL11","Lodzkie","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,17.5,,
"ES41","Castile and León","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,71.2,,
"CA62","Nunavut","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62,,
"JPH","Chugoku","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,83.2,,
"PL63","Pomerania","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,10.3,,
"AT11","Burgenland (AT)","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,14,,
"US29","Missouri","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,63.9,,
"US40","Oklahoma","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.9,,
"TR22","Southern Marmara - West","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,76.9,,
"FI20","Åland","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,64,,
"ME24","San Luis Potosi","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,74.5,,
"TR41","Eastern Marmara - South ","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,55,,
"ISR","Israel","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,70.7,,
"ES22","Navarra","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,76,,
"CA48","Alberta","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,88.1,,
"UKK","South West England","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.9,,
"CZE","Czech Republic","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,16.9,,
"PL21","Lesser Poland ","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,54.9,,
"SE31","North Middle Sweden","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,4.6,,
"ITF4","Apulia","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,10.1,,
"KR03","Gyeonbuk Region","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,97.8,,
"IL04","Central District","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,68.2,,
"AU3","Queensland","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.9,,
"TR72","Central Anatolia - East","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,76.4,,
"SVK","Slovak Republic","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,43.4,,
"CZE","Czech Republic","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,59.8,,
"IL03","Haifa District","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,67.2,,
"FRA","France","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,80.3,,
"US47","Tennessee","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,55.7,,
"PL31","Lublin Province ","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,49,,
"US19","Iowa","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,79.7,,
"CL12","Magallanes y Antártica","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,77.4,,
"IS01","Capital Region","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,2.9,,
"DEU","Germany","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,71.5,,
"UKH","East of England","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,82.2,,
"CA12","Nova Scotia","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,80.3,,
"ME11","Guanajuato","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,59.6,,
"ES43","Extremadura","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62,,
"PT17","Lisbon","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,72,,
"US42","Pennsylvania","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,78.5,,
"FI1B","Helsinki-Uusimaa","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,93,,
"GRC","Greece","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,13.6,,
"EE001","North Estonia","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,69.1,,
"ME30","Veracruz","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,21.2,,
"FR72","Auvergne","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,72,,
"US04","Arizona","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,55.9,,
"TR90","Eastern Black Sea","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,76.5,,
"USA","United States","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.5,,
"FIN","Finland","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.9,,
"PT15","Algarve","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,51.4,,
"CZ06","Southeast","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,61.4,,
"CA59","British Columbia","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.4,,
"TRC2","Southeastern Anatolia - Middle","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,20,,
"US49","Utah","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83.8,,
"ES70","Canary Islands","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,82.7,,
"CH03","Northwestern Switzerland ","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,48.2,,
"AT21","Carinthia","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,73,,
"NO06","Trøndelag","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,82.1,,
"ITC4","Lombardy","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,83.5,,
"GRC","Greece","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,65.1,,
"ME16","Michoacan","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,23.7,,
"FR52","Brittany","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.6,,
"KR01","Capital Region (KR)","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,27,,
"JPF","Toukai","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,13.1,,
"CZ02","Central Bohemian Region","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,77,,
"ES13","Cantabria","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.8,,
"ME07","Chiapas","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,72.6,,
"ITH1","Province of Bolzano-Bozen","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,79,,
"SE33","Upper Norrland","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,85,,
"TR42","Eastern Marmara - North","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,14.6,,
"PL43","Lubusz","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,76.3,,
"FR42","Alsace ","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,82.2,,
"FRA","France","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,11.6,,
"DEA","North Rhine-Westphalia","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,80.2,,
"PL21","Lesser Poland ","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,18.5,,
"KOR","Korea","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,98.5,,
"ITH2","Province of Trento","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,80,,
"ME31","Yucatan","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,3.2,,
"CL13","Santiago Metropolitan","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.1,,
"US44","Rhode Island","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.7,,
"TR32","Southern Aegean","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,76.9,,
"ES23","La Rioja","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,72.4,,
"US06","California","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,80.5,,
"ME10","Durango","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,30.3,,
"UKN","Northern Ireland","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,86,,
"PT15","Algarve","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,6.9,,
"NLD","Netherlands","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,95,,
"KR04","Jeolla Region","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,76.8,,
"TR42","Eastern Marmara - North","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,89.2,,
"HU31","Northern Hungary","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,74.2,,
"US23","Maine","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,5.4,,
"TRC3","Southeastern Anatolia - East","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83.6,,
"US28","Mississippi","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62.3,,
"ES12","Asturias","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,82.5,,
"UKL","Wales","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,8.3,,
"AUT","Austria","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.2,,
"ME14","Jalisco","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,64.7,,
"PL62","Warmian-Masuria","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,76.3,,
"FR63","Limousin","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.1,,
"IRL","Ireland","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,80,,
"FR81","Languedoc-Roussillon ","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,82.6,,
"ME11","Guanajuato","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,16.7,,
"CHE","Switzerland","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,14.6,,
"FR21","Champagne-Ardenne","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,76,,
"US22","Louisiana","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,70.3,,
"ES51","Catalonia","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,68.6,,
"CL02","Antofagasta","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,42.2,,
"JPE","Hokuriku","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,83.3,,
"AU7","Northern Territory (NT)","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,3.3,,
"CAN","Canada","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.5,,
"FI1B","Helsinki-Uusimaa","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.7,,
"DK04","Central Jutland","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.2,,
"ITG1","Sicily","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,9.3,,
"IL01","Jerusalem District","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,65.7,,
"SE21","Småland with Islands","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,7.1,,
"ME27","Tabasco","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,74.6,,
"TR51","Ankara","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,55,,
"US26","Michigan","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,66.8,,
"TR10","Istanbul","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,77.2,,
"CAN","Canada","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,83.7,,
"HU21","Central Transdanubia","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,61.4,,
"KR04","Jeolla Region","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,24.1,,
"DE3","Berlin","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,72.4,,
"ITC1","Piedmont","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,82.7,,
"ME17","Morelos","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,24.2,,
"JPD","Southern-Kanto","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,53.2,,
"HU10","Central Hungary","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,77,,
"ES42","Castile-La Mancha","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,83.5,,
"ITC3","Liguria","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,75.1,,
"DE1","Baden-Württemberg ","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,81.9,,
"CH04","Zurich","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,83,,
"BEL","Belgium","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,16.1,,
"ME04","Campeche","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,27.1,,
"TR63","Mediterranean region - East ","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,75.2,,
"EE007","Northeast Estonia","VOTERS_SH","Voter turnout in general election","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,55,,
"ME27","Tabasco","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,28.6,,
"FR62","Midi-Pyrénées","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,78,,
"UKE","Yorkshire and The Humber","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,80.5,,
"JPB","Tohoku","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,62,,
"CL09","Araucanía","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,17,,
"EE004","West Estonia","LIFE_EXP","Life expectancy at birth","VALUE","Value","2014","2014","YR","Years","0","Units",,,76.3,,
"CL05","Valparaíso","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,3.3,,
"MEX","Mexico","AIR_POL","Air pollution, level of PM2.5","VALUE","Value","2014","2014","MICRO_M3","Micrograms per cubic metre","0","Units",,,11.9,,
"UKK","South West England","BB_ACC","Share of households with internet broadband access","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,90,,
